X1,X2,Location mixture,X3,Scale mixture
5.211853916472798,6.21713836148297,3.2077895677447477,3.993217044871325,4.189802774675853
5.8607073836702686,8.986922437815286,5.209660021451131,1.2303334166734876,2.0295670739689786
4.110550175395594,7.305112212307373,8.653014682522084,4.873395506954686,4.7731943693127015
3.6652308714370636,7.032788945539843,8.752551382114408,4.4985031049640485,3.8287544933012576
3.4753754154127225,6.390821054318799,5.554175607880944,3.3720732307800168,5.628978565074878
2.793115327252453,6.941850047175641,6.885602930347202,5.075411512462705,2.6167368212589612
5.71173602008643,7.004670509296723,6.585461981878135,3.4571056346767888,3.660966411869143
3.041997450629065,6.320571241661415,5.165860941118838,7.961381039713537,4.979195062759888
3.61172533965789,7.793247696816574,6.9507232017183265,4.917195037667248,5.055494443482704
5.473343139541328,7.137520812878289,3.1712598544826998,6.067124701905268,4.3827454734648
4.4425209515641155,8.436059376653308,5.116571886597238,3.6287890041617064,3.996155339998623
4.316945411597422,8.419433566389209,6.575484800257566,2.7212319352118888,4.059552730621051
3.802186171781149,5.168518406549479,6.009991760023169,4.771202719825549,6.027626457216819
3.016864471624773,5.724795283763164,8.407869488584042,3.7440665802938717,1.6258692350084427
2.3864799515196955,4.893690442110439,5.363573670754273,3.134226884261081,3.610812511853002
3.1212541270174925,6.562336183921734,2.9227993247310478,4.601760645296986,8.234605711853092
4.17103833403834,6.359848680669524,4.540056005874954,5.991481946372026,4.390109315783973
5.73358091416418,5.138763256837305,5.348715799963584,2.885325673397129,2.425711172073841
5.4642860055114815,6.357839575177899,4.074773267222296,4.198258019666056,3.9483762308339623
2.904891907458663,7.382846563709346,4.694844345166254,2.5453116737823054,4.571618850245613
2.9872745023043437,8.033565287190761,6.892698001314912,1.9064715241224075,6.005715717681049
3.489628285486282,7.927957119263564,7.660624961042292,3.485244560257471,5.054128230282436
3.577534310535248,6.594734310039027,7.097396667261369,5.997129891127269,5.139433321087968
2.2344368077503787,6.027775522824326,4.0971189248949855,4.296516818872624,2.5271445863029554
2.8698029603116293,6.321314550073321,7.727695974107631,6.341581378475432,4.271559850858521
2.9194630083112147,5.600982714771856,6.832321918564712,1.7582947335446057,4.467234475178573
3.03062678461339,6.013464710532172,3.8189545024027396,0.7300593512344031,4.5547953640676555
3.40316651623453,6.266943364302196,4.626129056788545,3.374295821914343,2.331835559638983
4.044127940509632,6.03097730374583,2.9244091126772513,3.321924456742284,1.7372503338901186
3.6864023667080246,7.127803875490997,8.867763682696328,4.253255710387923,3.5462244729959957
5.053065523804993,9.041708742172498,8.291157540621596,4.290719267004402,3.0067112529115545
5.239864317640181,6.993578348499273,4.7650367252957535,7.314612742902995,3.7804082069298603
5.184059863298155,6.806339579744431,6.802857327851385,1.2061029984064064,1.8897226813454302
3.756736877102861,6.5311520266937935,4.749748271101968,1.221393518107098,5.80487494145629
4.389383172021917,5.141241204233658,3.7184435385787635,4.98139730582107,3.8276561888163125
2.54382550847229,6.961384036809046,7.756345997033983,2.3558530727653726,4.832589285896546
3.880272186439991,6.048286659055249,8.185388371455801,5.431823486250367,9.36600584041845
3.4776567594928296,7.945895407315943,6.341232244840747,2.884432243806912,5.062730503187488
4.799900102754709,5.144972982429467,7.142126873126373,4.456804877559691,4.449624787882796
5.141141800859182,6.250436948628278,4.583634574001031,2.380310118795186,3.075018694460317
3.396309188691375,7.3991229006583605,4.752692753300483,4.263387098851672,4.577151766947403
