Time,VW Return,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Complete Return,Predicted VW Return,Pred Error,Date
1990.0,,-0.6897449984352017,-1.645387155838268,1.7788704763350938,-1.5551987479658422,-0.09213955719618336,-0.810974036579538,1.7172495052560512,0.14449028885465862,-0.3165436642007623,-0.5666040539719392,,0.029647221450638646,,900131.0
1990.0833333333333,0.013419174418723066,-1.4381924572311555,-1.1419404907048962,-1.0104698424857184,-0.07128806439592589,-0.4139670904904352,0.33368245402111474,1.7186006062682215,-2.0240036010180704,0.25811731417587075,-0.16092507428389535,0.013419174418723066,0.005743503183051783,0.007675671235671282,900228.0
1990.1666666666667,0.02354432414511368,-0.06358010481003709,0.0855289072406548,-1.0724484897601965,-0.6587090331549675,-0.42249075389159835,-2.3705426654398623,0.7891228839581329,0.8721689328689011,-0.007404796120112267,0.21365071620899995,0.02354432414511368,0.018195411293981074,0.005348912851132606,900330.0
1990.25,-0.027517892928714618,0.7649934680558641,-0.6944278896678358,1.180336496993447,-1.4684688597514388,-0.025778418582145534,0.4127759619006048,0.21747711655512922,1.2427362673917153,0.4408491957103645,0.5312236751573052,-0.027517892928714618,0.000925003178895734,-0.028442896107610353,900430.0
1990.3333333333333,0.08836175717549222,2.3611826716756132,-0.9253966475381452,-0.5456311275735436,-0.5851992610654801,-2.3281781039738267,0.41331643862699474,-0.5596040660311672,-1.376505428308993,-1.0998189421906583,-1.1188273480778004,0.08836175717549222,0.09991087696645166,-0.011549119790959447,900531.0
1990.4166666666667,-0.005738962968000552,0.33765353523321895,-0.8941633580901083,0.03629104727297522,0.6016409491954482,0.4269216021658422,-0.2080424728381026,-0.8850242661087309,-0.20917553313263204,1.3649221259133932,-0.6962327379251121,-0.005738962968000552,-0.01629298777088694,0.010554024802886388,900629.0
1990.5,-0.004113371098826728,-0.28557599568675546,0.25949807861381485,-0.6774630161643939,1.1655632814196635,-0.38600275909501597,-2.1687736199600445,-0.6056866980240291,-1.0355973251114814,0.09047577877672634,-0.8663800367937997,-0.004113371098826728,0.013333000884452759,-0.017446371983279488,900731.0
1990.5833333333333,-0.08743065333379121,0.7510209724445799,0.6357399434195615,-0.3650963585698661,-0.7785550955699688,0.22530179053023466,-2.18333426165655,-1.2576955641338357,0.9652142018377867,1.1161846315327215,0.0034984969570171355,-0.08743065333379121,-0.030898662987415403,-0.05653199034637581,900831.0
1990.6666666666667,-0.04899317838155895,0.7984109873860437,-0.2857397820822712,-0.4942695293435115,-1.2809038838067055,-1.0941545045804812,-2.468586819865074,0.8442624726961313,-0.7604217876021785,-1.6974804568380175,-0.962469724844745,-0.04899317838155895,-0.018218645007455292,-0.030774533374103658,900928.0
1990.75,-0.00941957299854323,0.8715313956831338,0.09171580784834574,1.1452823452079621,-0.05278375344498916,0.16964945235037396,-0.1276403634238452,-0.07437917745887114,-2.1014002525369264,0.1514915878677117,-0.39440788434659163,-0.00941957299854323,-0.009283010383123942,-0.00013656261541928824,901031.0
