Passengers,Period,Year,Month,Time,MonthCode,Log10Passengers,RelChange
112.0,1.0,49.0,Jan,49.0,1.0,2.0492180226701815,
118.0,2.0,49.0,Feb,49.083333333333336,2.0,2.0718820073061255,0.05357142857142857
132.0,3.0,49.0,Mar,49.166666666666664,3.0,2.12057393120585,0.11864406779661017
129.0,4.0,49.0,Apr,49.25,4.0,2.110589710299249,-0.022727272727272728
121.0,5.0,49.0,May,49.333333333333336,5.0,2.0827853703164503,-0.06201550387596899
135.0,6.0,49.0,Jun,49.416666666666664,6.0,2.130333768495006,0.11570247933884298
148.0,7.0,49.0,Jul,49.5,7.0,2.1702617153949575,0.0962962962962963
148.0,8.0,49.0,Aug,49.583333333333336,8.0,2.1702617153949575,0.0
136.0,9.0,49.0,Sep,49.666666666666664,9.0,2.1335389083702174,-0.08108108108108109
119.0,10.0,49.0,Oct,49.75,10.0,2.075546961392531,-0.125
104.0,11.0,49.0,Nov,49.833333333333336,11.0,2.0170333392987803,-0.12605042016806722
118.0,12.0,49.0,Dec,49.916666666666664,12.0,2.0718820073061255,0.1346153846153846
115.0,13.0,50.0,Jan,50.0,1.0,2.0606978403536114,-0.025423728813559324
126.0,14.0,50.0,Feb,50.083333333333336,2.0,2.100370545117563,0.09565217391304348
141.0,15.0,50.0,Mar,50.166666666666664,3.0,2.14921911265538,0.11904761904761904
135.0,16.0,50.0,Apr,50.25,4.0,2.130333768495006,-0.0425531914893617
125.0,17.0,50.0,May,50.333333333333336,5.0,2.0969100130080562,-0.07407407407407407
149.0,18.0,50.0,Jun,50.416666666666664,6.0,2.173186268412274,0.192
170.0,19.0,50.0,Jul,50.5,7.0,2.230448921378274,0.14093959731543623
170.0,20.0,50.0,Aug,50.583333333333336,8.0,2.230448921378274,0.0
158.0,21.0,50.0,Sep,50.666666666666664,9.0,2.1986570869544226,-0.07058823529411765
133.0,22.0,50.0,Oct,50.75,10.0,2.123851640967086,-0.15822784810126583
114.0,23.0,50.0,Nov,50.833333333333336,11.0,2.0569048513364723,-0.14285714285714285
140.0,24.0,50.0,Dec,50.916666666666664,12.0,2.146128035678238,0.22807017543859648
145.0,25.0,51.0,Jan,51.0,1.0,2.161368002234975,0.03571428571428571
150.0,26.0,51.0,Feb,51.083333333333336,2.0,2.176091259055681,0.034482758620689655
178.0,27.0,51.0,Mar,51.166666666666664,3.0,2.250420002308894,0.18666666666666668
163.0,28.0,51.0,Apr,51.25,4.0,2.2121876044039577,-0.08426966292134831
172.0,29.0,51.0,May,51.333333333333336,5.0,2.2355284469075487,0.05521472392638037
178.0,30.0,51.0,Jun,51.416666666666664,6.0,2.250420002308894,0.03488372093023256
199.0,31.0,51.0,Jul,51.5,7.0,2.298853076409707,0.11797752808988764
199.0,32.0,51.0,Aug,51.583333333333336,8.0,2.298853076409707,0.0
184.0,33.0,51.0,Sep,51.666666666666664,9.0,2.2648178230095364,-0.07537688442211055
162.0,34.0,51.0,Oct,51.75,10.0,2.2095150145426308,-0.11956521739130435
146.0,35.0,51.0,Nov,51.833333333333336,11.0,2.164352855784437,-0.09876543209876543
166.0,36.0,51.0,Dec,51.916666666666664,12.0,2.220108088040055,0.136986301369863
171.0,37.0,52.0,Jan,52.0,1.0,2.232996110392154,0.030120481927710843
180.0,38.0,52.0,Feb,52.083333333333336,2.0,2.255272505103306,0.05263157894736842
193.0,39.0,52.0,Mar,52.166666666666664,3.0,2.285557309007774,0.07222222222222222
181.0,40.0,52.0,Apr,52.25,4.0,2.2576785748691846,-0.06217616580310881
183.0,41.0,52.0,May,52.333333333333336,5.0,2.2624510897304297,0.011049723756906077
218.0,42.0,52.0,Jun,52.416666666666664,6.0,2.3384564936046046,0.1912568306010929
230.0,43.0,52.0,Jul,52.5,7.0,2.3617278360175926,0.05504587155963303
242.0,44.0,52.0,Aug,52.583333333333336,8.0,2.383815365980431,0.05217391304347826
209.0,45.0,52.0,Sep,52.666666666666664,9.0,2.320146286111054,-0.13636363636363635
191.0,46.0,52.0,Oct,52.75,10.0,2.2810333672477277,-0.0861244019138756
172.0,47.0,52.0,Nov,52.833333333333336,11.0,2.2355284469075487,-0.09947643979057591
194.0,48.0,52.0,Dec,52.916666666666664,12.0,2.287801729930226,0.12790697674418605
196.0,49.0,53.0,Jan,53.0,1.0,2.292256071356476,0.010309278350515464
196.0,50.0,53.0,Feb,53.083333333333336,2.0,2.292256071356476,0.0
236.0,51.0,53.0,Mar,53.166666666666664,3.0,2.3729120029701067,0.20408163265306123
235.0,52.0,53.0,Apr,53.25,4.0,2.3710678622717363,-0.00423728813559322
229.0,53.0,53.0,May,53.333333333333336,5.0,2.359835482339888,-0.02553191489361702
243.0,54.0,53.0,Jun,53.416666666666664,6.0,2.385606273598312,0.0611353711790393
264.0,55.0,53.0,Jul,53.5,7.0,2.4216039268698313,0.08641975308641975
272.0,56.0,53.0,Aug,53.583333333333336,8.0,2.4345689040341987,0.030303030303030304
237.0,57.0,53.0,Sep,53.666666666666664,9.0,2.374748346010104,-0.12867647058823528
211.0,58.0,53.0,Oct,53.75,10.0,2.3242824552976926,-0.10970464135021098
180.0,59.0,53.0,Nov,53.833333333333336,11.0,2.255272505103306,-0.14691943127962084
201.0,60.0,53.0,Dec,53.916666666666664,12.0,2.303196057420489,0.11666666666666667
204.0,61.0,54.0,Jan,54.0,1.0,2.3096301674258988,0.014925373134328358
188.0,62.0,54.0,Feb,54.083333333333336,2.0,2.27415784926368,-0.0784313725490196
235.0,63.0,54.0,Mar,54.166666666666664,3.0,2.3710678622717363,0.25
227.0,64.0,54.0,Apr,54.25,4.0,2.3560258571931225,-0.03404255319148936
234.0,65.0,54.0,May,54.333333333333336,5.0,2.369215857410143,0.030837004405286344
264.0,66.0,54.0,Jun,54.416666666666664,6.0,2.4216039268698313,0.1282051282051282
302.0,67.0,54.0,Jul,54.5,7.0,2.4800069429571505,0.14393939393939395
293.0,68.0,54.0,Aug,54.583333333333336,8.0,2.4668676203541096,-0.029801324503311258
259.0,69.0,54.0,Sep,54.666666666666664,9.0,2.413299764081252,-0.11604095563139932
229.0,70.0,54.0,Oct,54.75,10.0,2.359835482339888,-0.11583011583011583
203.0,71.0,54.0,Nov,54.833333333333336,11.0,2.307496037913213,-0.11353711790393013
229.0,72.0,54.0,Dec,54.916666666666664,12.0,2.359835482339888,0.12807881773399016
242.0,73.0,55.0,Jan,55.0,1.0,2.383815365980431,0.056768558951965066
233.0,74.0,55.0,Feb,55.083333333333336,2.0,2.367355921026019,-0.0371900826446281
267.0,75.0,55.0,Mar,55.166666666666664,3.0,2.4265112613645754,0.1459227467811159
269.0,76.0,55.0,Apr,55.25,4.0,2.4297522800024076,0.00749063670411985
270.0,77.0,55.0,May,55.333333333333336,5.0,2.4313637641589874,0.0037174721189591076
315.0,78.0,55.0,Jun,55.416666666666664,6.0,2.498310553789601,0.16666666666666666
364.0,79.0,55.0,Jul,55.5,7.0,2.561101383649056,0.15555555555555556
347.0,80.0,55.0,Aug,55.583333333333336,8.0,2.5403294747908736,-0.046703296703296704
312.0,81.0,55.0,Sep,55.666666666666664,9.0,2.494154594018443,-0.10086455331412104
274.0,82.0,55.0,Oct,55.75,10.0,2.437750562820388,-0.12179487179487179
237.0,83.0,55.0,Nov,55.833333333333336,11.0,2.374748346010104,-0.13503649635036497
278.0,84.0,55.0,Dec,55.916666666666664,12.0,2.444044795918076,0.1729957805907173
284.0,85.0,56.0,Jan,56.0,1.0,2.4533183400470375,0.02158273381294964
277.0,86.0,56.0,Feb,56.083333333333336,2.0,2.4424797690644486,-0.02464788732394366
317.0,87.0,56.0,Mar,56.166666666666664,3.0,2.5010592622177517,0.1444043321299639
313.0,88.0,56.0,Apr,56.25,4.0,2.4955443375464483,-0.012618296529968454
318.0,89.0,56.0,May,56.333333333333336,5.0,2.5024271199844326,0.01597444089456869
374.0,90.0,56.0,Jun,56.416666666666664,6.0,2.5728716022004803,0.1761006289308176
413.0,91.0,56.0,Jul,56.5,7.0,2.615950051656401,0.10427807486631016
405.0,92.0,56.0,Aug,56.583333333333336,8.0,2.6074550232146687,-0.01937046004842615
355.0,93.0,56.0,Sep,56.666666666666664,9.0,2.550228353055094,-0.12345679012345678
306.0,94.0,56.0,Oct,56.75,10.0,2.4857214264815797,-0.13802816901408452
271.0,95.0,56.0,Nov,56.833333333333336,11.0,2.4329692908744054,-0.11437908496732026
306.0,96.0,56.0,Dec,56.916666666666664,12.0,2.4857214264815797,0.12915129151291513
315.0,97.0,57.0,Jan,57.0,1.0,2.498310553789601,0.029411764705882353
301.0,98.0,57.0,Feb,57.083333333333336,2.0,2.478566495593843,-0.044444444444444446
356.0,99.0,57.0,Mar,57.166666666666664,3.0,2.5514499979728753,0.18272425249169436
348.0,100.0,57.0,Apr,57.25,4.0,2.541579243946581,-0.02247191011235955
355.0,101.0,57.0,May,57.333333333333336,5.0,2.550228353055094,0.020114942528735632
422.0,102.0,57.0,Jun,57.416666666666664,6.0,2.625312450961674,0.18873239436619718
465.0,103.0,57.0,Jul,57.5,7.0,2.667452952889954,0.1018957345971564
467.0,104.0,57.0,Aug,57.583333333333336,8.0,2.669316880566112,0.004301075268817204
404.0,105.0,57.0,Sep,57.666666666666664,9.0,2.606381365110605,-0.1349036402569593
347.0,106.0,57.0,Oct,57.75,10.0,2.5403294747908736,-0.14108910891089108
305.0,107.0,57.0,Nov,57.833333333333336,11.0,2.484299839346786,-0.12103746397694524
336.0,108.0,57.0,Dec,57.916666666666664,12.0,2.526339277389844,0.10163934426229508
340.0,109.0,58.0,Jan,58.0,1.0,2.5314789170422554,0.011904761904761904
318.0,110.0,58.0,Feb,58.083333333333336,2.0,2.5024271199844326,-0.06470588235294118
362.0,111.0,58.0,Mar,58.166666666666664,3.0,2.558708570533166,0.13836477987421383
348.0,112.0,58.0,Apr,58.25,4.0,2.541579243946581,-0.03867403314917127
363.0,113.0,58.0,May,58.333333333333336,5.0,2.5599066250361124,0.04310344827586207
435.0,114.0,58.0,Jun,58.416666666666664,6.0,2.6384892569546374,0.19834710743801653
491.0,115.0,58.0,Jul,58.5,7.0,2.691081492122968,0.12873563218390804
505.0,116.0,58.0,Aug,58.583333333333336,8.0,2.7032913781186614,0.028513238289205704
404.0,117.0,58.0,Sep,58.666666666666664,9.0,2.606381365110605,-0.2
359.0,118.0,58.0,Oct,58.75,10.0,2.5550944485783194,-0.11138613861386139
310.0,119.0,58.0,Nov,58.833333333333336,11.0,2.491361693834273,-0.13649025069637882
337.0,120.0,58.0,Dec,58.916666666666664,12.0,2.5276299008713385,0.08709677419354839
360.0,121.0,59.0,Jan,59.0,1.0,2.556302500767287,0.06824925816023739
342.0,122.0,59.0,Feb,59.083333333333336,2.0,2.534026106056135,-0.05
406.0,123.0,59.0,Mar,59.166666666666664,3.0,2.6085260335771943,0.1871345029239766
396.0,124.0,59.0,Apr,59.25,4.0,2.5976951859255126,-0.024630541871921183
420.0,125.0,59.0,May,59.333333333333336,5.0,2.623249290397901,0.06060606060606061
472.0,126.0,59.0,Jun,59.416666666666664,6.0,2.6739419986340875,0.12380952380952381
548.0,127.0,59.0,Jul,59.5,7.0,2.738780558484369,0.16101694915254236
559.0,128.0,59.0,Aug,59.583333333333336,8.0,2.7474118078864236,0.020072992700729927
463.0,129.0,59.0,Sep,59.666666666666664,9.0,2.665580991017953,-0.17173524150268335
407.0,130.0,59.0,Oct,59.75,10.0,2.6095944092252203,-0.12095032397408208
362.0,131.0,59.0,Nov,59.833333333333336,11.0,2.558708570533166,-0.11056511056511056
405.0,132.0,59.0,Dec,59.916666666666664,12.0,2.6074550232146687,0.11878453038674033
417.0,133.0,60.0,Jan,60.0,1.0,2.620136054973757,0.02962962962962963
391.0,134.0,60.0,Feb,60.083333333333336,2.0,2.592176757395867,-0.06235011990407674
419.0,135.0,60.0,Mar,60.166666666666664,3.0,2.6222140229662956,0.07161125319693094
461.0,136.0,60.0,Apr,60.25,4.0,2.6637009253896484,0.10023866348448687
472.0,137.0,60.0,May,60.333333333333336,5.0,2.6739419986340875,0.02386117136659436
535.0,138.0,60.0,Jun,60.416666666666664,6.0,2.7283537820212285,0.13347457627118645
622.0,139.0,60.0,Jul,60.5,7.0,2.7937903846908188,0.16261682242990655
606.0,140.0,60.0,Aug,60.583333333333336,8.0,2.7824726241662865,-0.02572347266881029
508.0,141.0,60.0,Sep,60.666666666666664,9.0,2.7058637122839193,-0.1617161716171617
461.0,142.0,60.0,Oct,60.75,10.0,2.6637009253896484,-0.09251968503937008
390.0,143.0,60.0,Nov,60.833333333333336,11.0,2.591064607026499,-0.1540130151843818
432.0,144.0,60.0,Dec,60.916666666666664,12.0,2.635483746814912,0.1076923076923077
