X,Y,Error
9.809755477965696,13.438632411529259,1.5337546725464113
6.9869010602063035,11.402011848266005,0.9085613181628528
-4.513115619548184,3.273243363913222,-1.4701988263126855
9.220114638665745,10.322388532586313,-1.2876687867465586
-8.372635626407636,4.099581725639828,1.2858995388436458
1.6206324061474908,6.512918949118578,-1.2973972539551675
-3.409145657629308,5.735880316075872,0.4404531448905259
-2.252683524160033,4.859232760537835,-1.0144254773821482
-8.282712967266662,2.717015078960938,-0.14162843740573083
9.974794406432096,12.251464078628857,0.2640668754128093
5.043128875569966,10.62367372990785,1.1021092921228668
5.946007117603909,9.8880586377158,-0.08494492108615526
0.06541205107486459,7.16545926691749,0.13275324138005715
4.483873226905182,6.25952184992013,-2.9824147635324607
-7.296270531274505,2.494897281526079,-0.8569674528366689
4.046211863889457,9.507608483546852,0.4845025516021231
7.528263319995377,12.242898145644052,1.478766485646365
1.4121957642083038,9.580583807460796,1.8744859253566433
9.072996880427466,11.575007163006912,0.038508722793178934
-4.2449815917038265,5.447287212031175,0.5697780078830886
2.8206033598727553,7.14299983663607,-1.2673018433003072
-7.908385907257156,2.6970439624862808,-0.34876308388514154
-9.294446464299432,3.246357173817744,0.8935804059674597
2.9164406810498056,9.237868445336257,0.779648104811354
8.42113094330818,10.042473107058608,-1.1680923645954815
-3.207909117083955,4.027167633251511,-1.368877808206512
-4.485671955386955,5.934405422267922,1.1772413999613993
4.979316012458557,9.094816311835483,-0.3948416943937956
-4.531706047491965,3.949441676928413,-0.784705299325604
-4.868366892853922,4.735237744473109,0.16942119090007018
9.064362588834188,11.495680389200526,-0.036500905216565974
-0.2146224911392769,6.942839762378054,0.050151007947692776
-2.1449995935638433,6.6271926548928315,0.699692451674753
9.808105379253675,12.819075396712106,0.9150227070852696
1.0229823510269553,6.815914419573737,-0.6955767559397408
7.9176517193753515,10.95108713384906,-0.0077387258386165435
7.802028664295575,13.707334394365013,2.8063200622172255
-3.03644600000067,7.008580166528505,1.5268031665288397
7.589810023824597,9.736689402692903,-1.0582156092193953
4.145367012426893,10.410767457935629,1.3380839517221823
-1.5314889473521565,7.399284448659685,1.1650289223357637
-9.804027015252052,4.307366023942537,2.209379531568563
1.855284735493028,6.756076944265202,-1.1715654234813113
2.4735381791710576,8.4554224548262,0.21865336524067092
1.43204919594901,8.239437810815488,0.5234132128409827
-6.5596445726974135,4.09180850909156,0.3716307954402672
-9.460293603809687,1.5298478281755195,-0.7400053699196372
0.1247782772987982,7.6544493445628055,0.5920602059134067
-7.414650180104491,4.819448940708185,1.5267740307604298
2.884658674190128,8.446711503995589,0.00438216690052519
